type,pdf,page,codice_fs,numero_documento,descrizione_pdf,descrizione_program
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,46,706/249,RCS0101N16,VALVOLA SOLENOIDE LIQUIDO SAGINOMIYA 603DXF@7 24Vdc,VALVOLA SOLENOIDE LIQUIDO SAGINOMIYA
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,46,720/919,50250010,ELIMINATORE DI VIBRAZIONE Ø22 L=290 mm CASTEL 7690/7,ELIMINATORE DI VIBRAZIONE Ø22 L=290 mm
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,46,720/916,50250200,ELIMINATORE DI VIBRAZIONE 1/2'' L=230 mm CASTEL 7690/4,ELIMINATORE DI VIBRAZIONE 1/2'' L=230 mm
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,46,720/703,80440266,TRASDUTTORE BASSA PRESSIONE SAGINOMIYA YSK-AC10L-827 CONNETTORIZZATO,TRASDUTTORE BASSA PRESSIONE SAGINOMIYA
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,46,720/702,80440261,TRASDUTTORE ALTA PRESSIONE SAGINOMIYA AC35L-827 CONNETTORIZZATO,TRASDUTTORE ALTA PRESSIONE SAGINOMIYA
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,46,720/698,80440251,PRESSOSTATO ALTA PRESSIONE SAGINOMIYA 4UB178W CONNETTORIZZATO,PRESSOSTATO ALTA PRESSIONE SAGINOMIYA
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,46,720/701,80440256,PRESSOSTATO BASSA PRESSIONE SAGINOMIYA ACB-4UA73W CONNETTORIZZATO,PRESSOSTATO BASSA PRESSIONE SAGINOMIYA
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,46,720/704,80440285,TERMOSTATO CONNETTORIZZATO COD. MELCORCS0515H59,TERMOSTATO CONNETTORIZZATO COD.
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,48,720/432,DB01115180036,VENTILATORE DI ESTRAZIONE ROSENBERG 280-CIW087.5FA CONNETTORIZZATO,VENTILATORE DI ESTRAZIONE ROSENBERG
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,48,720/433,DB01115340062,"RISCALDATORE ELETTRICO 14,25 kW 400V CONNETTORIZZATO","RISCALDATORE ELETTRICO 14,25 kW 400V"
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,48,720/706,DB01115180027,VENTILATORE EVAPORANTE ROSENBERG CIW087.5FA CONNETTORIZZATO,VENTILATORE EVAPORANTE ROSENBERG
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,48,107/459,80610305,TERMOSTATO 1° LIVELLO T=75°C KLIXON 1NCR2852N12T034,TERMOSTATO 1° LIVELLO T=75°C KLIXON
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,48,107/460,80610310,TERMOSTATO 2° LIVELLO T=145°C KLIXON 1NAR2852N32T034,TERMOSTATO 2° LIVELLO T=145°C KLIXON
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,48,720/399,40340137,SERVOMOTORE SERRANDA ARIA ESTERNA RICIRCOLO 24VdC BELIMO CM24-SR-R CONNETTORIZZATO,SERVOMOTORE SERRANDA ARIA ESTERNA
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,48,720/401,80630031.L750,"SONDA TEMPERATURA ARIA CAREL NTC015WH01 L=0,75 m CONNETTORIZZATA",SONDA TEMPERATURA ARIA CAREL NTC015WH01
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,48,107/471,80880027.L300,"SONDA TEMPERATURA TC MISURE PT1000 BRACCIALE Ø6-16 mm L=0,3 m CONNETTORIZZATA",SONDA TEMPERATURA TC MISURE PT1000
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,48,107/469,80880028.L450,"SONDA TEMPERATURA TC MISURE PT1000 BRACCIALE Ø16-28 mm L=0,45 m CONNETTORIZZATA",SONDA TEMPERATURA TC MISURE PT1000
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,48,720/434,80870045,CONVERTITORE STATICO DC/DC 250W SIEMENS PCMD250 110S24W-KH-xx,CONVERTITORE STATICO DC/DC 250W SIEMENS
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,48,720/435,80701692,CONNETTORE FISSO MASCHIO RETRO PANNELLO 90° VAN-SYSTEM RFCVBS038RA40A-35PM50LCF16G,CONNETTORE FISSO MASCHIO RETRO PANNELLO
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,48,720/436,80701694,CONNETTORE FISSO MASCHIO RETRO PANNELLO 90° VAN-SYSTEM RFCVBS038RA32-22PM32LCF16G,CONNETTORE FISSO MASCHIO RETRO PANNELLO
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,48,720/437,80701690.PDR,CONNETTORE FISSO MASCHIO ''XC1'' VAN-SYSTEM RFCVBS03028-6PLCF7G,CONNETTORE FISSO MASCHIO ''XC1'' VAN-SYSTEM
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,50,720/438,80701691.PDR,CONNETTORE FISSO MASCHIO ''XC2'' VAN-SYSTEM KVBS03028-21PLCF7G,CONNETTORE FISSO MASCHIO ''XC2'' VAN-SYSTEM
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,50,720/407,80701688.PDR,CONNETTORE FISSO MASCHIO ''XC3'' VAN-SYSTEM EVBS3014S-2PLCF16GS232,CONNETTORE FISSO MASCHIO ''XC3'' VAN-SYSTEM
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,52,,80500001_3P,KIT PER AVVIATORE STELLA-TRIANGOLO 3P SIEMENS 3RA2913-2BB2,KIT PER AVVIATORE STELLA-TRIANGOLO 3P
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,52,,80500001_6P,KIT PER AVVIATORE STELLA-TRIANGOLO 6P SIEMENS 3RA2913-2BB2,KIT PER AVVIATORE STELLA-TRIANGOLO 6P
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,52,,80500001_4P,KIT PER AVVIATORE STELLA-TRIANGOLO 4P SIEMENS 3RA2913-2BB2,KIT PER AVVIATORE STELLA-TRIANGOLO 4P
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,52,550/715,80180510,INTERRUTTORE MAGNETOTERMICO ABB SACE S281UCK10FS (1x10A) COD. 11864317,INTERRUTTORE MAGNETOTERMICO ABB SACE
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,52,330/466,80180503,INTERRUTTORE MAGNETOTERMICO ABB SACE S281UCK6FS (1x6A) COD. 11864315,INTERRUTTORE MAGNETOTERMICO ABB SACE
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,52,720/697,80150090,RELÈ 110V + ZOCCOLO PUSH-IN + MOD. DIODO (FINDER 46.52.9.110.0000T+97.P2.7SMA+99.02.3.000.00),RELÈ 110V + ZOCCOLO PUSH-IN + MOD. DIODO
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,52,720/696,80150085,RELÈ 24V + ZOCCOLO PUSH-IN + VARISTORE (FINDER 46.52.9.024.0000T+97.P2.7SMA+99.02.0.024.98),RELÈ 24V + ZOCCOLO PUSH-IN + VARISTORE
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,52,720/415,80105171,CONTATTORE 4 kW S00 24Vdc 1NC SIEMENS 3RT2016-2XB42-0LA2,CONTATTORE 4 kW S00 24Vdc 1NC SIEMENS
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,52,720/417,80180250,"INTERRUTTORE AUTOMATICO SALVAMOTORE MAGNETICO (40A - 18,5 kW) SIEMENS 3RV23214FC10",INTERRUTTORE AUTOMATICO SALVAMOTORE
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,54,720/418,80180218,INTERRUTTORE AUTOMATICO SALVAMOTORE 17÷22A SIEMENS 3RV2021-4CA20,INTERRUTTORE AUTOMATICO SALVAMOTORE
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,54,720/419,80180620,INTERRUTTORE AUTOMATICO SALVAMOTORE 20÷25A SIEMENS 3RV2021-4DA20,INTERRUTTORE AUTOMATICO SALVAMOTORE
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,54,720/695,80125116,BOBINA A LANCIO DI CORRENTE 24Vdc SIEMENS 3RV2902-2DB0,BOBINA A LANCIO DI CORRENTE 24Vdc SIEMENS
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,54,720/420,80180211,"INTERRUTTORE AUTOMATICO SALVAMOTORE 5,5÷8A SIEMENS 3RV2011-1HA20",INTERRUTTORE AUTOMATICO SALVAMOTORE
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,54,720/421,80180245,"INTERRUTTORE AUTOMATICO SALVAMOTORE 2,8÷4A SIEMENS 3RV2011-1EA20",INTERRUTTORE AUTOMATICO SALVAMOTORE
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,54,895/369,80105172,"CONTATTORE 5,5 kW S00 24Vdc 1NO SIEMENS 3RT2017-2XB41-0LA2","CONTATTORE 5,5 kW S00 24Vdc 1NO SIEMENS"
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,54,720/416,80105176,CONTATTORE 11 kW S0 24Vdc 1NO SIEMENS 3RT2026-2XB40-0LA2,CONTATTORE 11 kW S0 24Vdc 1NO SIEMENS
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,54,720/414,80105170,CONTATTORE 4 kW S00 24Vdc 1NO SIEMENS 3RT2016-2XB41-0LA2,CONTATTORE 4 kW S00 24Vdc 1NO SIEMENS
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,54,,80145150,CONTATTO AUSILIARIO A MOLLA 4NO SIEMENS 3RH29112FA40,CONTATTO AUSILIARIO A MOLLA 4NO SIEMENS
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,54,330/936,80125100,CONTATTO AUSILIARIO NA+NC ABB SACE COD. 11200320,CONTATTO AUSILIARIO NA+NC ABB SACE
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,54,,80425466,MORSETTO A 2 PIANI CON DIODO WAGO 870542/281-487,MORSETTO A 2 PIANI CON DIODO WAGO 870-
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,54,,80180225,CONTATTO AUSILIARIO FRONTALE 1NA+1NC SIEMENS 3RV2901-2E,CONTATTO AUSILIARIO FRONTALE 1NA+1NC
desc_diff,HTR412-HTR312-CPR-2.05.1287_Climatizzazione (ed. 07-2023)-compressed.pdf,54,,80420521,BLOCCHETTO D'ARRESTO ABB SACE BAM 039996701,BLOCCHETTO D'ARRESTO ABB SACE BAM
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,24,,,,1000-1O
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,24,,,,1000-1O
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,24,725/186,1011704,"Riduttore di pressione 082B-100-10, xxbar TYPE 1000-1O","Riduttore di pressione 082B-100-10, xxbar TYPE"
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,26,,,,1000-1O
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,26,,,,1000-1O
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,26,725/186,1011704,"Riduttore di pressione 082B-100-10, xxbar TYPE 1000-1O","Riduttore di pressione 082B-100-10, xxbar TYPE"
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,28,,1010575,Scatola 160x160x81 mm IP66 (Rose Electronics 04161608),Scatola 160x160x81 mm IP66 (Rose Electronics
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,28,,1004641,Connettore WR D-SUB 3W3 F (Harting cod. 09 0033),Connettore WR D-SUB 3W3 F (Harting cod. 09
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,28,,1004799,Distanziatore esagonale 5x10 (Elektrozubehör UD E 4NC 10),Distanziatore esagonale 5x10 (Elektrozubehör
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,28,,1007243,Contatto femmina a crimpare per D-SUB AWG20…16 (Harting cod. 09 69 182 5420),Contatto femmina a crimpare per D-SUB AWG20…16
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,30,,1004641,Connettore WR D-SUB 3W3 F (Harting cod. 09 0033),Connettore WR D-SUB 3W3 F (Harting cod. 09
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,30,,1007243,Contatto femmina a crimpare per D-SUB AWG20…16 (Harting cod. 09 69 182 5420),Contatto femmina a crimpare per D-SUB AWG20…16
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,30,,1004118,Guscio D-SUB size 15 (TE Connectivity cod. 1-14787625),Guscio D-SUB size 15 (TE Connectivity cod. 1-1478762-
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,30,,1009993,"Cavo speciale rosso 1x1,5 mm² EN 50200 PH120 resistente al fuoco (Unika cod. RB802)","Cavo speciale rosso 1x1,5 mm² EN 50200 PH120"
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,30,,1007742,"Cavo speciale nero 7x0,5 mm² EN 50200 PH120 resistente al fuoco (Leoni cod. 226158)","Cavo speciale nero 7x0,5 mm² EN 50200 PH120"
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,30,,1008282,Contatto femmina a crimpare per D-SUB AWG24…20 (Inotec cod. DCC2S4),Contatto femmina a crimpare per D-SUB AWG24…20
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,30,,1008284,Pressacavo per D-SUB cavo Ø 3÷12 mm (Inotec DKS100),Pressacavo per D-SUB cavo Ø 3÷12 mm (Inotec
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,30,,1009411,"Cavo speciale rosso 4x0,5 mm² EN 50200 PH120 resistente al fuoco (Metallurgica Bresciana cod. mm² sch 300/500V PH120)","Cavo speciale rosso 4x0,5 mm² EN 50200 PH120"
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,30,720/848,1002532,Connettore WR D-SUB 15 F (Harting cod. 09 67 4701),Connettore WR D-SUB 15 F (Harting cod. 09 67
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,30,,1001617,Contatto femmina a crimpare per D-SUB AWG24…20 (ITT Cannon cod. M39029/63-368),Contatto femmina a crimpare per D-SUB AWG24…20
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,30,,1002527,Connettore WR D-SUB 15 M (Harting cod. 09 67 5601),Connettore WR D-SUB 15 M (Harting cod. 09 67
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,30,578/737,1001616,Contatto maschio a crimpare per D-SUB AWG24…20 (ITT Cannon cod. M39029/64-369),Contatto maschio a crimpare per D-SUB AWG24…20
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,30,,1010704,"Cavo speciale nero 10x0,5 mm² EN 50306-4 resistente fuoco (Unika cod. RM324PM)","Cavo speciale nero 10x0,5 mm² EN 50306-4 resistente"
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,32,,1009759,"Cavo speciale 2x0,5 mm² EN 45545-2 resistente (Leoni cod. 313362)","Cavo speciale 2x0,5 mm² EN 45545-2 resistente"
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,32,705/829,1002529,Connettore WR D-SUB 25 M (Harting cod. 09 67 5601),Connettore WR D-SUB 25 M (Harting cod. 09 67
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,34,,1004641,Connettore WR D-SUB 3W3 F (Harting cod. 09 0033),Connettore WR D-SUB 3W3 F (Harting cod. 09
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,34,,1007243,Contatto femmina a crimpare per D-SUB AWG20…16 (Harting cod. 09 69 182 5420),Contatto femmina a crimpare per D-SUB AWG20…16
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,34,,1004118,Guscio D-SUB size 15 (TE Connectivity cod. 1-14787625),Guscio D-SUB size 15 (TE Connectivity cod. 1-1478762-
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,34,,1009993,"Cavo speciale rosso 1x1,5 mm² EN 50200 PH120 resistente al fuoco (Unika cod. RB802)","Cavo speciale rosso 1x1,5 mm² EN 50200 PH120"
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,34,,1007742,"Cavo speciale nero 7x0,5 mm² EN 50200 PH120 resistente al fuoco (Leoni cod. 226158)","Cavo speciale nero 7x0,5 mm² EN 50200 PH120"
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,34,,1008282,Contatto femmina a crimpare per D-SUB AWG24…20 (Inotec cod. DCC2S4),Contatto femmina a crimpare per D-SUB AWG24…20
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,34,,1008284,Pressacavo per D-SUB cavo Ø 3÷12 mm (Inotec DKS100),Pressacavo per D-SUB cavo Ø 3÷12 mm (Inotec
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,34,,1009411,"Cavo speciale rosso 4x0,5 mm² EN 50200 PH120 resistente al fuoco (Metallurgica Bresciana cod. mm² sch 300/500V PH120)","Cavo speciale rosso 4x0,5 mm² EN 50200 PH120"
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,34,720/848,1002532,Connettore WR D-SUB 15 F (Harting cod. 09 67 4701),Connettore WR D-SUB 15 F (Harting cod. 09 67
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,34,,1001617,Contatto femmina a crimpare per D-SUB AWG24…20 (ITT Cannon cod. M39029/63-368),Contatto femmina a crimpare per D-SUB AWG24…20
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,34,,1002527,Connettore WR D-SUB 15 M (Harting cod. 09 67 5601),Connettore WR D-SUB 15 M (Harting cod. 09 67
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,34,578/737,1001616,Contatto maschio a crimpare per D-SUB AWG24…20 (ITT Cannon cod. M39029/64-369),Contatto maschio a crimpare per D-SUB AWG24…20
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,34,,1010704,"Cavo speciale nero 10x0,5 mm² EN 50306-4 resistente fuoco (Unika cod. RM324PM)","Cavo speciale nero 10x0,5 mm² EN 50306-4 resistente"
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,36,,1009759,"Cavo speciale 2x0,5 mm² EN 45545-2 resistente (Leoni cod. 313362)","Cavo speciale 2x0,5 mm² EN 45545-2 resistente"
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,36,705/829,1002529,Connettore WR D-SUB 25 M (Harting cod. 09 67 5601),Connettore WR D-SUB 25 M (Harting cod. 09 67
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,40,721/628,1007199,Sensore di fumo mod. MD9901-B (Microdata Due 26654-B),Sensore di fumo mod. MD9901-B (Microdata Due
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,40,,1004075,Base sensore mod. MD9900-BSI IP65 (Microdata cod. 26398-BSI),Base sensore mod. MD9900-BSI IP65 (Microdata
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,40,,1008473,Pressacavo PG16 in nylon 6÷14 mm (Cembre 1900.16),Pressacavo PG16 in nylon 6÷14 mm (Cembre
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,42,725/836,1007811,Sensore di fiamma ad infrarossi mod. MD9902 Due cod. 26718),Sensore di fiamma ad infrarossi mod. MD9902
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,42,,1004075,Base sensore mod. MD9900-BSI IP65 (Microdata cod. 26398-BSI),Base sensore mod. MD9900-BSI IP65 (Microdata
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,42,,,,1900.16)
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,42,,1008473,Pressacavo PG16 in nylon 6÷14 mm (Cembre 1900.16),Pressacavo PG16 in nylon 6÷14 mm (Cembre
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,44,725/837,EC03P009182B01,Cavo termosensibile 138° (Protectowire cod. 280-XCR),Cavo termosensibile 138° (Protectowire cod.
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,44,725/838,EC03P009182B02,Cavo termosensibile 180° (Protectowire cod. 356-XCR),Cavo termosensibile 180° (Protectowire cod.
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,56,721/628,1007199,Sensore di fumo mod. MD9901-B (Microdata Due 26654-B),Sensore di fumo mod. MD9901-B (Microdata Due
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,56,,,,1900.16)
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,56,,1004075,Base sensore mod. MD9900-BSI IP65 (Microdata cod. 26398-BSI),Base sensore mod. MD9900-BSI IP65 (Microdata
desc_diff,HTR412-HTR312-CPR-2.05.1291_Sistema di protezione incendio (ed. 03-2024)-compressed.pdf,56,,1008473,Pressacavo PG16 in nylon 6÷14 mm (Cembre 1900.16),Pressacavo PG16 in nylon 6÷14 mm (Cembre
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,,,Assieme Network-Box3N,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,,,Assieme centralina di sonorizzazione SAX-Media3N,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,,,Assieme Handset HS-Media3N,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,,,Assieme interfaccia allarme passeggeri PAI-Media3N,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,,,Assieme altoparlante,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,,,"Assieme monitor Dove6 24""",
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,,,Assieme Access Point WiFi WiFiCAR3N,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,,,Assieme NVR Server,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,725/321,PS1143,Display laterale esterno a Led (Aesys cod. 993101700100),Display laterale esterno a Led (Aesys cod.
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,,PS1144,Kit di installazione per display laterale esterno,
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,725/322,PS1145,Display frontale esterno a Led (Aesys cod. 993101600101),Display frontale esterno a Led (Aesys cod.
desc_diff,HTR412-HTR312-CPR-2.05.1293_Sistema tecnologico di bordo (ed. 03-2024)-compressed.pdf,28,542/422,PS0944,Sensore PCN (Eurotech cod. DynaPCN 10-20),
